4.43621888,0.70187595,sec1
2.17526139,5.48276547,sec1
1.67879282,3.60720198,sec1
4.17069823,4.54801018,sec1
1.46913895,3.08246935,sec1
4.10991132,2.29977627,sec1
2.17507631,0.26262661,sec1 
4.84111026,0.68449044,sec1
4.20706476,1.2508872,sec1
7.84273013,4.45862971,sec1
7.81247949,1.76557658,sec1
2.92217803,4.94628538,sec1
2.58447718,3.86428025,sec1
1.55623149,5.14881641,sec1
2.35665457,4.61920623,sec1
5.48944431,1.36883507,sec1
6.20964291,0.3271628,sec1
2.26462045,4.92573735,sec1
7.89257103,1.04508693,sec1
2.51145498,5.18786395,sec1
5.51670966,3.56213722,sec1
6.67214616,3.6052755,sec1
4.45940793,1.68983112,sec1
6.96287225,4.98940858,sec1
4.87686197,5.00114424,sec1
2.55905707,1.48079548,sec1
5.62263438,0.64507331,sec1
5.23971982,1.06264121,sec1
4.32981527,4.28397391,sec1 
0.27534409,1.04091462,sec1
3.86296892,0.47466842,sec1
5.70924645,4.09815617,sec1
4.51189297,3.33826626,sec1
2.79009029,3.18028431,sec1
5.16728629,0.3740973,sec1
5.16676521,0.5898162,sec1
0.26517472,1.46162565,sec1
5.3547354,0.19180959,sec1
4.17718359,4.78331212,sec1
6.84448897,4.5063554,sec1
6.19254089,0.11691795,sec1
7.88449411,3.39399214,sec1
3.38227775,4.41547556,sec1
3.16328558,0.86397775,sec1
1.70750511,1.16247779,sec1
3.92447933,2.77690924,sec1
2.06413722,1.33779874,sec1
3.4322255,2.19803691,sec1
6.26726552,5.13064742,sec1
2.99169735,1.3495652,sec1
4.49762869,0.63048201,sec1
 2.83653122,3.77557701,sec1
4.030347,2.92331303,sec1
5.49835619,3.41120341,sec1
7.00557925,0.84571082,sec1
3.30963638,3.78441701,sec1
0.58958925,3.84736318,sec1
5.54467484,6.11202756,sec1
7.19899892,5.53721631,sec1
3.63332231,1.11483164,sec1
1.99606566,1.29873671,sec1
3.60167149,4.09508597,sec1
3.3031211,5.28563585,sec1
6.30066452,2.52158393,sec1
7.85303719,2.79626929,sec1
0.14054949,4.2209769,sec1
